0,1,2
Pneumonia,swollen glands in neck,1.0
Pneumonia,Upper back pain,1.0
Pneumonia,Frontal headache,1.0
Pneumonia,Hoarseness,1.0
Pneumonia,taste sweet,1.0
Pneumonia,Hepatorenal Syndrome,3.0
Pneumonia,Hypotrichosis simplex,1.0
Pneumonia,Productive cough,4.0
Pneumonia,Pain of lymph node,1.0
Pneumonia,Temporal headache,1.0
Pneumonia,Spasm,5.0
Pneumonia,Acute lower respiratory tract infection,2.0
Pneumonia,Syndrome,1.0
Pneumonia,MUNGAN SYNDROME,2.0
Pneumonia,Upper Extremity Paresis,1.0
Pneumonia,clogged ear,1.0
Pneumonia,Lower Extremity Paresis,1.0
Pneumonia,"Pneumonia, Viral",2.0
Pneumonia,Cystic Fibrosis,2.0
Pneumonia,persistent dry cough,1.0
Pneumonia,Basilar-Type Migraine,1.0
Pneumonia,Equilibration disorder,2.0
Pneumonia,CHEST BURNING PAIN OF,1.0
Pneumonia,post viral fatigue,4.0
Pneumonia,Simian Acquired Immunodeficiency Syndrome,2.0
Pneumonia,Wiskott-Aldrich Syndrome,2.0
Pneumonia,"Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive",1.0
Pneumonia,Aural pressure,2.0
Pneumonia,Dermatofibrosis lenticularis disseminata,1.0
Pneumonia,Bilateral pneumonia,2.0
Pneumonia,Meningitis,2.0
Pneumonia,"Meningitis, Bacterial",1.0
Pneumonia,Heparin-induced thrombocytopenia,2.0
Pneumonia,pneumonia clinical,1.0
Pneumonia,Tuberculosis,1.0
Pneumonia,Deficiency of glucose-6-phosphate dehydrogenase,1.0
Pneumonia,Severe Combined Immunodeficiency,1.0
Pneumonia,Adenosine deaminase deficiency,1.0
Pneumonia,Mucocutaneous Lymph Node Syndrome,1.0
Pneumonia,Decompression Sickness,1.0
Pneumonia,Pneumocystis jiroveci pneumonia,1.0
Pneumonia,Chronic Kidney Diseases,1.0
Pneumonia,Rare Diseases,1.0
Pneumonia,Hashimoto Disease,1.0
Pneumonia,Phlebitis,1.0
Pneumonia,Endometriosis,1.0
Pneumonia,"Lung Diseases, Interstitial",1.0
Pneumonia,Staphylococcal Infections,1.0
Pneumonia,Thyroid Diseases,1.0
Pneumonia,Degenerative polyarthritis,1.0
Pneumonia,Peripheral Neuropathy,1.0
Pneumonia,"Bronchitis, Chronic",4.0
Pneumonia,Melnick-Needles Syndrome,1.0
Pneumonia,LAURIN-SANDROW SYNDROME,1.0
Pneumonia,Pain in buttock,1.0
Pneumonia,Breath Holding,1.0
Pneumonia,Sleep disturbances,1.0
Pneumonia,Sensorineural Hearing Loss (disorder),2.0
Pneumonia,Rubella,2.0
Pneumonia,Vestibular Diseases,2.0
Pneumonia,Scarlet Fever,2.0
Pneumonia,Benign paroxysmal positional vertigo,2.0
Pneumonia,underlying infection,1.0
Pneumonia,Sinus Tachycardia,1.0
Pneumonia,General symptom,1.0
Pneumonia,Pulmonary Alveolar Proteinosis,1.0
Pneumonia,Walking pneumonia,1.0
Pneumonia,Influenza-like illness,1.0
Pneumonia,Immune Complex Diseases,1.0
Pneumonia,Paracoccidioidomycosis,1.0
Respiratory Tract Infections,Mycoses,1.0
Respiratory Tract Infections,"Pneumonia, Bacterial",1.0
Respiratory Tract Infections,"Hemorrhagic Fever, Ebola",1.0
Respiratory Tract Infections,Trigger Finger Disorder,1.0
Respiratory Tract Infections,Bacterial Infections,1.0
Respiratory Tract Infections,Virus Diseases,1.0
Respiratory Tract Infections,primary infection nos,1.0
Respiratory Tract Infections,Sepsis,1.0
Respiratory Tract Infections,Mumps,1.0
Respiratory Tract Infections,Asthma,3.0
Respiratory Tract Infections,Infantile Neuroaxonal Dystrophy,1.0
Respiratory Tract Infections,Macrophage Activation Syndrome,1.0
Respiratory Tract Infections,Dry cough,1.0
Respiratory Tract Infections,Comatose,1.0
Respiratory Tract Infections,Illness (finding),1.0
Respiratory Tract Infections,Upper Respiratory Infections,3.0
Respiratory Tract Infections,Sinusitis,1.0
Respiratory Tract Infections,Nasal congestion (finding),1.0
Respiratory Tract Infections,Dizziness,1.0
Respiratory Tract Infections,Acute Pneumonia,1.0
Respiratory Tract Infections,Digitorenocerebral Syndrome,1.0
Respiratory Tract Infections,Goldberg-Shprintzen megacolon syndrome,1.0
Respiratory Tract Infections,Heparin-induced thrombocytopenia,2.0
Respiratory Tract Infections,Chronic Kidney Diseases,1.0
Respiratory Tract Infections,Shaking of hands,1.0
Mycoses,"Pneumonia, Bacterial",1.0
Mycoses,"Hemorrhagic Fever, Ebola",1.0
Mycoses,Trigger Finger Disorder,1.0
Mycoses,Bacterial Infections,1.0
Mycoses,Virus Diseases,1.0
Mycoses,primary infection nos,1.0
Mycoses,Sepsis,1.0
Mycoses,Mumps,1.0
Mycoses,Asthma,1.0
"Pneumonia, Bacterial","Hemorrhagic Fever, Ebola",1.0
"Pneumonia, Bacterial",Trigger Finger Disorder,1.0
"Pneumonia, Bacterial",Bacterial Infections,1.0
"Pneumonia, Bacterial",Virus Diseases,1.0
"Pneumonia, Bacterial",primary infection nos,1.0
"Pneumonia, Bacterial",Sepsis,1.0
"Pneumonia, Bacterial",Mumps,1.0
"Pneumonia, Bacterial",Asthma,1.0
"Pneumonia, Bacterial",Vitamin D Deficiency,4.0
"Pneumonia, Bacterial",Infantile Neuroaxonal Dystrophy,4.0
"Pneumonia, Bacterial",Dry cough,4.0
"Pneumonia, Bacterial",Tired,4.0
"Pneumonia, Bacterial",Multiple Epiphyseal Dysplasia,4.0
"Pneumonia, Bacterial",Breathing abnormally deep,4.0
"Pneumonia, Bacterial",Bronchitis,4.0
"Pneumonia, Bacterial",Chest Pain,4.0
"Pneumonia, Bacterial",Hot flushes,4.0
"Pneumonia, Bacterial",Sleeplessness,4.0
"Pneumonia, Bacterial",Productive cough,4.0
"Pneumonia, Bacterial",Spasm,4.0
"Pneumonia, Bacterial",post viral fatigue,4.0
"Pneumonia, Bacterial","Bronchitis, Chronic",4.0
"Hemorrhagic Fever, Ebola",Trigger Finger Disorder,1.0
"Hemorrhagic Fever, Ebola",Bacterial Infections,1.0
"Hemorrhagic Fever, Ebola",Virus Diseases,2.0
"Hemorrhagic Fever, Ebola",primary infection nos,1.0
"Hemorrhagic Fever, Ebola",Sepsis,1.0
"Hemorrhagic Fever, Ebola",Mumps,1.0
"Hemorrhagic Fever, Ebola",Asthma,2.0
"Hemorrhagic Fever, Ebola",Diabetes Mellitus,1.0
"Hemorrhagic Fever, Ebola",Nervousness,1.0
"Hemorrhagic Fever, Ebola",Flushing,1.0
"Hemorrhagic Fever, Ebola",Wasting,1.0
"Hemorrhagic Fever, Ebola",West Nile viral infection,1.0
"Hemorrhagic Fever, Ebola",Blackout - symptom,1.0
Trigger Finger Disorder,Bacterial Infections,1.0
Trigger Finger Disorder,Virus Diseases,1.0
Trigger Finger Disorder,primary infection nos,1.0
Trigger Finger Disorder,Sepsis,1.0
Trigger Finger Disorder,Mumps,1.0
Trigger Finger Disorder,Asthma,1.0
Bacterial Infections,Virus Diseases,1.0
Bacterial Infections,primary infection nos,1.0
Bacterial Infections,Sepsis,2.0
Bacterial Infections,Mumps,1.0
Bacterial Infections,Asthma,2.0
Bacterial Infections,Nervousness,1.0
Bacterial Infections,Flushing,1.0
Bacterial Infections,Overweight,1.0
Bacterial Infections,Anorexia,1.0
Bacterial Infections,Dry cough,2.0
Bacterial Infections,Lupus Erythematosus,1.0
Bacterial Infections,Illness (finding),1.0
Bacterial Infections,Nightmares,1.0
Bacterial Infections,Exhaustion,1.0
Bacterial Infections,Tired,1.0
Bacterial Infections,Fish-Eye Disease,2.0
Bacterial Infections,Sharp pain,1.0
Bacterial Infections,Ache,1.0
Bacterial Infections,Excessive tearing,1.0
Bacterial Infections,"Respiratory Distress Syndrome, Adult",1.0
Bacterial Infections,Dizziness,1.0
Bacterial Infections,Other viral diseases NOS,1.0
Bacterial Infections,Breathing abnormally deep,2.0
Bacterial Infections,Chest Pain,1.0
Bacterial Infections,Has tingling sensation,1.0
Bacterial Infections,Gastroesophageal reflux disease,1.0
Bacterial Infections,Blood Coagulation Disorders,1.0
Bacterial Infections,"BESTROPHINOPATHY, AUTOSOMAL RECESSIVE",1.0
Bacterial Infections,Neuropathy,1.0
Bacterial Infections,Neurologic Symptoms,1.0
Bacterial Infections,Syncope,1.0
Bacterial Infections,Gastroparesis,1.0
Bacterial Infections,asthma with copd,1.0
Bacterial Infections,Recurrent disease,1.0
Bacterial Infections,Oral Ulcer,1.0
Bacterial Infections,Narcolepsy,1.0
Bacterial Infections,Xerostomia,1.0
Bacterial Infections,Tennis Elbow,1.0
Bacterial Infections,Deglutition Disorders,1.0
Bacterial Infections,Malnutrition,1.0
Bacterial Infections,Feeling nervous,1.0
Bacterial Infections,Burning sensation,1.0
Bacterial Infections,Muscle Cramp,1.0
Bacterial Infections,Numbness,1.0
Bacterial Infections,Neck Pain,1.0
Bacterial Infections,Feeling Cold,1.0
Bacterial Infections,Back Pain,1.0
Bacterial Infections,Difficulty sleeping,1.0
Bacterial Infections,Hunger,1.0
Bacterial Infections,Lethargy,1.0
Bacterial Infections,Hot flushes,1.0
Bacterial Infections,Lower respiratory tract infection,1.0
Bacterial Infections,"Pneumonia, Viral",1.0
Bacterial Infections,Simian Acquired Immunodeficiency Syndrome,1.0
Bacterial Infections,Wiskott-Aldrich Syndrome,1.0
Bacterial Infections,"Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive",1.0
Virus Diseases,primary infection nos,1.0
Virus Diseases,Sepsis,2.0
Virus Diseases,Mumps,1.0
Virus Diseases,Asthma,2.0
Virus Diseases,Coinfection,1.0
Virus Diseases,Hypertensive disease,1.0
Virus Diseases,Diabetes Mellitus,1.0
Virus Diseases,Flushing,1.0
Virus Diseases,Macrophage Activation Syndrome,1.0
Virus Diseases,Chromosome 2q32-Q33 Deletion Syndrome,1.0
Virus Diseases,Lupus Erythematosus,1.0
Virus Diseases,Malaria,1.0
Virus Diseases,Malaise,1.0
Virus Diseases,Single organ dysfunction,1.0
Virus Diseases,Upset stomach,1.0
Virus Diseases,Exhaustion,1.0
Virus Diseases,Cardiac Arrest,3.0
Virus Diseases,Gasping for breath,1.0
Virus Diseases,Reflex Sympathetic Dystrophy,1.0
Virus Diseases,Sinusitis,1.0
Virus Diseases,Nasal congestion (finding),1.0
Virus Diseases,Chest tightness,1.0
Virus Diseases,Gigantism,1.0
Virus Diseases,Pelvic Organ Prolapse,1.0
Virus Diseases,Paramyotonia Congenita (disorder),2.0
Virus Diseases,"Pain, Postoperative",1.0
Virus Diseases,"Respiratory Distress Syndrome, Adult",3.0
Virus Diseases,Heart Diseases,1.0
Virus Diseases,Triglyceride storage disease with ichthyosis,2.0
Virus Diseases,Dizziness,1.0
Virus Diseases,Acquired Immunodeficiency Syndrome,2.0
Virus Diseases,Chickenpox,1.0
Virus Diseases,Plague,1.0
Virus Diseases,Pemphigus and fogo selvagem,1.0
Virus Diseases,HIV Infections,1.0
Virus Diseases,Herpesviridae Infections,1.0
Virus Diseases,Rheumatoid Arthritis,1.0
Virus Diseases,Inflammatory disorder,2.0
Virus Diseases,Bronchitis,2.0
Virus Diseases,Chest Pain,1.0
Virus Diseases,Septicemia,1.0
Virus Diseases,Goldberg-Shprintzen megacolon syndrome,1.0
Virus Diseases,Herpes Labialis,1.0
Virus Diseases,Nocturnal cough,1.0
Virus Diseases,panic symptoms,1.0
Virus Diseases,Has tingling sensation,1.0
Virus Diseases,Scurvy,1.0
Virus Diseases,Dehydration,2.0
Virus Diseases,Staring,1.0
Virus Diseases,Coronary heart disease,1.0
Virus Diseases,Deep Vein Thrombosis,1.0
Virus Diseases,Night sweats,1.0
Virus Diseases,Lower respiratory tract infection,1.0
Virus Diseases,Autoimmune Diseases,1.0
Virus Diseases,Equilibration disorder,2.0
Virus Diseases,Congenital leukocyte adherence deficiency,1.0
Virus Diseases,Critical Illness,1.0
Virus Diseases,Aural pressure,2.0
Virus Diseases,West Nile viral infection,1.0
Virus Diseases,"Abortion, Habitual",1.0
Virus Diseases,Long QT Syndrome,1.0
Virus Diseases,Vesicle (morphologic abnormality),1.0
Virus Diseases,Bacteremia,1.0
Virus Diseases,Mannose-Binding Protein Deficiency,1.0
Virus Diseases,Herpes zoster disease,1.0
Virus Diseases,Sensorineural Hearing Loss (disorder),2.0
Virus Diseases,Rubella,2.0
Virus Diseases,Vestibular Diseases,2.0
Virus Diseases,Scarlet Fever,2.0
Virus Diseases,Benign paroxysmal positional vertigo,2.0
primary infection nos,Sepsis,1.0
primary infection nos,Mumps,1.0
primary infection nos,Asthma,1.0
primary infection nos,"Amyotrophic Lateral Sclerosis, Sporadic",1.0
primary infection nos,Streptococcal lymphadenitis of swine,1.0
primary infection nos,Reflex Sympathetic Dystrophy,1.0
primary infection nos,Meningococcal meningitis,1.0
Sepsis,Mumps,1.0
Sepsis,Asthma,2.0
Sepsis,Diabetes Mellitus,1.0
Sepsis,Lupus Erythematosus,1.0
Sepsis,Single organ dysfunction,1.0
Sepsis,Cardiac Arrest,1.0
Sepsis,"Respiratory Distress Syndrome, Adult",2.0
Sepsis,Heart Diseases,1.0
Sepsis,Pemphigus and fogo selvagem,1.0
Sepsis,Inflammatory disorder,1.0
Sepsis,Blood Coagulation Disorders,1.0
Sepsis,Autoimmune Diseases,1.0
Sepsis,Critical Illness,1.0
Sepsis,"Abortion, Habitual",1.0
Sepsis,Long QT Syndrome,1.0
Sepsis,Vesicle (morphologic abnormality),1.0
Sepsis,Bacteremia,1.0
Sepsis,Mannose-Binding Protein Deficiency,1.0
Mumps,Asthma,1.0
Mumps,Obesity,1.0
Mumps,Hypertensive disease,1.0
Mumps,Dry cough,1.0
Mumps,Malaise,1.0
Mumps,Ache,1.0
Mumps,Throat irritation,1.0
Asthma,Dermatologic disorders,1.0
Asthma,Obesity,2.0
Asthma,Hypertensive disease,2.0
Asthma,Diabetes Mellitus,4.0
Asthma,Nervousness,5.0
Asthma,Vitamin D Deficiency,1.0
Asthma,Flushing,6.0
Asthma,Overweight,4.0
Asthma,Anorexia,3.0
Asthma,Infantile Neuroaxonal Dystrophy,5.0
Asthma,Macrophage Activation Syndrome,1.0
Asthma,Dry cough,2.0
Asthma,Chromosome 2q32-Q33 Deletion Syndrome,1.0
Asthma,Flatulence,3.0
Asthma,Respiratory problems,1.0
Asthma,Malaise,3.0
Asthma,Tremor,2.0
Asthma,Single organ dysfunction,1.0
Asthma,Illness (finding),1.0
Asthma,Decrease in appetite,1.0
Asthma,Nightmares,1.0
Asthma,Upset stomach,1.0
Asthma,Exhaustion,1.0
Asthma,Cardiac Arrest,1.0
Asthma,Upper Respiratory Infections,4.0
Asthma,Tired,7.0
Asthma,Multiple Epiphyseal Dysplasia,1.0
Asthma,Muscular stiffness,3.0
Asthma,Sighing respiration,1.0
Asthma,Mandibuloacral dysostosis,2.0
Asthma,Fish-Eye Disease,1.0
Asthma,Adult Fanconi syndrome,2.0
Asthma,"Diabetes Mellitus, Non-Insulin-Dependent",1.0
Asthma,Hereditary Diseases,1.0
Asthma,WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME,4.0
Asthma,EXERTIONAL,1.0
Asthma,Sick Sinus Syndrome,1.0
Asthma,Sharp pain,2.0
Asthma,"Amyotrophic Lateral Sclerosis, Sporadic",1.0
Asthma,Reflex Sympathetic Dystrophy,1.0
Asthma,Sinusitis,2.0
Asthma,Duane Retraction Syndrome,1.0
Asthma,Diabetic Retinopathy,1.0
Asthma,Pruritus,2.0
Asthma,Hamman-Rich syndrome,3.0
Asthma,Lung Problem,2.0
Asthma,Ache,3.0
Asthma,Nasal congestion (finding),1.0
Asthma,Malignant hyperpyrexia due to anesthesia,2.0
Asthma,Chest tightness,5.0
Asthma,Myocardial Ischemia,2.0
Asthma,Excessive tearing,1.0
Asthma,Pelvic Organ Prolapse,1.0
Asthma,STUVE-WIEDEMANN SYNDROME,3.0
Asthma,Dwarfism,1.0
Asthma,"Pain, Postoperative",1.0
Asthma,"Respiratory Distress Syndrome, Adult",1.0
Asthma,Juvenile-Onset Still Disease,1.0
Asthma,Heartburn,2.0
Asthma,Heartburn acidity,1.0
Asthma,Heart Diseases,2.0
Asthma,Exanthema,1.0
Asthma,Van der Woude syndrome,3.0
Asthma,Dizziness,5.0
Asthma,Cerebrovascular accident,1.0
Asthma,Other viral diseases NOS,1.0
Asthma,chest burning,1.0
Asthma,Pemphigus and fogo selvagem,2.0
Asthma,Breathing abnormally deep,2.0
Asthma,Inflammatory disorder,1.0
Asthma,Hay fever,1.0
Asthma,Bronchitis,1.0
Asthma,Chest Pain,4.0
Asthma,bowel discomfort,1.0
Asthma,Digitorenocerebral Syndrome,1.0
Asthma,Has tingling sensation,1.0
Asthma,Meckel syndrome type 1,1.0
Asthma,Gastroesophageal reflux disease,2.0
Asthma,Constipation,1.0
Asthma,Dehydration,2.0
Asthma,"BESTROPHINOPATHY, AUTOSOMAL RECESSIVE",1.0
Asthma,Neuropathy,1.0
Asthma,Neurologic Symptoms,1.0
Asthma,Syncope,2.0
Asthma,Gastroparesis,1.0
Asthma,asthma with copd,1.0
Asthma,Recurrent disease,6.0
Asthma,Oral Ulcer,1.0
Asthma,Narcolepsy,1.0
Asthma,Xerostomia,1.0
Asthma,Tennis Elbow,1.0
Asthma,Deglutition Disorders,1.0
Asthma,Malnutrition,2.0
Asthma,Feeling nervous,1.0
Asthma,Burning sensation,4.0
Asthma,Muscle Cramp,1.0
Asthma,Numbness,2.0
Asthma,Neck Pain,1.0
Asthma,Feeling Cold,1.0
Asthma,Back Pain,3.0
Asthma,Difficulty sleeping,1.0
Asthma,Hunger,1.0
Asthma,Lethargy,1.0
Asthma,Hot flushes,1.0
Asthma,Throat symptom,1.0
Asthma,Stomach ache,1.0
Asthma,Sleeplessness,1.0
Asthma,Arm Pain,1.0
Asthma,Chronic Fatigue Syndrome,1.0
Asthma,Sjogren-Larsson Syndrome,1.0
Asthma,Burning Mouth Syndrome,1.0
Asthma,Urticaria,2.0
Asthma,Anaphylaxis (non medication),1.0
Asthma,Burning mouth (sensation),1.0
Asthma,Lip swelling,1.0
Asthma,side pain,1.0
Asthma,Night sweats,2.0
Asthma,Arthritis,1.0
Asthma,Mastodynia,1.0
Asthma,Abdominal Pain,1.0
Asthma,Fatigue - symptom,1.0
Asthma,Chest pressure,1.0
Asthma,Lower respiratory tract infection,1.0
Asthma,Prediabetes syndrome,1.0
Asthma,Autoimmune Diseases,2.0
Asthma,headache severe,1.0
Asthma,Hepatorenal Syndrome,3.0
Asthma,Muscle twitch,1.0
Asthma,Punctate inner choroidopathy,2.0
Asthma,Erythema,1.0
Asthma,Multiple Sclerosis,1.0
Asthma,Premenstrual syndrome,1.0
Asthma,Temporal headache,1.0
Asthma,Spasm,1.0
Asthma,Abnormal heart beat,1.0
Asthma,Weight symptom (finding),1.0
Asthma,MUNGAN SYNDROME,2.0
Asthma,Paresthesia of hand,1.0
Asthma,Tropical Spastic Paraparesis,2.0
Asthma,Sinus pain,1.0
Asthma,"Pneumonia, Viral",1.0
Asthma,Cystic Fibrosis,1.0
Asthma,persistent dry cough,1.0
Asthma,Dyspepsia,1.0
Asthma,Basilar-Type Migraine,1.0
Asthma,"CHEST PAIN, SHARP",1.0
Asthma,Infectious Mononucleosis,1.0
Asthma,physical disorders,1.0
Asthma,physical symptom,1.0
Asthma,Coronary Occlusion,1.0
Asthma,Cheiro-oral syndrome,1.0
Asthma,Tietze's Syndrome,1.0
Asthma,Pleurisy,1.0
Asthma,Myopia,1.0
Asthma,Pulmonary Embolism,1.0
Asthma,Sleep Apnea Syndromes,2.0
Asthma,Infantile neuronal ceroid lipofuscinosis,1.0
Asthma,Viral myocarditis,1.0
Asthma,CHEST BURNING PAIN OF,2.0
Asthma,tingling in fingers,1.0
Asthma,Numbness of face,1.0
Asthma,dyspnea acute,1.0
Asthma,Hyperemesis Gravidarum,1.0
Asthma,Rales,1.0
Asthma,"Pain, Burning",1.0
Asthma,Kidney Failure,1.0
Asthma,Critical Illness,2.0
Asthma,Premenopausal symptoms,1.0
Asthma,Simian Acquired Immunodeficiency Syndrome,2.0
Asthma,Wiskott-Aldrich Syndrome,2.0
Asthma,Food Allergy,1.0
Asthma,Welts,1.0
Asthma,Dermatofibrosis lenticularis disseminata,2.0
Asthma,Preeclamptic toxemia,2.0
Asthma,Heparin-induced thrombocytopenia,4.0
Asthma,"Abortion, Habitual",1.0
Asthma,Long QT Syndrome,1.0
Asthma,Vesicle (morphologic abnormality),1.0
Asthma,Bacteremia,1.0
Asthma,Mannose-Binding Protein Deficiency,1.0
Asthma,Herpes zoster disease,1.0
Asthma,Labyrinthitis,1.0
Asthma,Decompression Sickness,1.0
Asthma,Pneumocystis jiroveci pneumonia,2.0
Asthma,Chronic Kidney Diseases,1.0
Asthma,Agitation,1.0
Asthma,PHOTOPAROXYSMAL RESPONSE 1,1.0
Asthma,multiple pathologies,1.0
Asthma,Terminal illness,1.0
Asthma,Giant Cell Arteritis,1.0
Asthma,Severe chronic obstructive pulmonary disease,1.0
Asthma,Adenovirus Infections,1.0
Asthma,Shoulder Pain,1.0
Asthma,Excruciating pain,1.0
Asthma,Acute onset fever,1.0
Asthma,Shaking of hands,1.0
Asthma,Bronchiectasis,2.0
Asthma,Pulmonary Stenosis,1.0
Asthma,Psoriasis,1.0
Asthma,Melnick-Needles Syndrome,1.0
Asthma,LAURIN-SANDROW SYNDROME,1.0
Asthma,Pain in buttock,1.0
Asthma,Breath Holding,1.0
Asthma,Sleep disturbances,1.0
Asthma,Chronic lobular hepatitis,2.0
Asthma,Lesch-Nyhan Syndrome,2.0
Asthma,Vitelliform Macular Dystrophy,2.0
Asthma,Indifferent mood,2.0
Asthma,RAINE SYNDROME,1.0
Asthma,Liver diseases,1.0
Asthma,Chronically Ill,1.0
Asthma,HIV-infection (AIDS/ARC),1.0
Asthma,underlying infection,1.0
Asthma,Sinus Tachycardia,1.0
Asthma,General symptom,1.0
Dermatologic disorders,Connective Tissue Diseases,1.0
Dermatologic disorders,Exanthema,1.0
Dermatologic disorders,Urticaria,1.0
Dermatologic disorders,Simian Acquired Immunodeficiency Syndrome,1.0
Dermatologic disorders,Food Allergy,1.0
Dermatologic disorders,Welts,1.0
Obesity,Hypertensive disease,5.0
Obesity,Diabetes Mellitus,4.0
Obesity,Lung diseases,2.0
Obesity,Kidney Diseases,1.0
Obesity,Flushing,1.0
Obesity,Interstitial emphysema,1.0
Obesity,Overweight,4.0
Obesity,Anorexia,1.0
Obesity,Infantile Neuroaxonal Dystrophy,1.0
Obesity,Dry cough,2.0
Obesity,Chromosome 2q32-Q33 Deletion Syndrome,1.0
Obesity,Comatose,1.0
Obesity,Lupus Erythematosus,1.0
Obesity,Malaria,1.0
Obesity,Asthma attack,1.0
Obesity,Flatulence,2.0
Obesity,Feeling strange,1.0
Obesity,out (of) breath,2.0
Obesity,Feeling Sick,2.0
Obesity,Respiratory problems,1.0
Obesity,Malaise,2.0
Obesity,"Signs and Symptoms, Respiratory",1.0
Obesity,Tremor,2.0
Obesity,Single organ dysfunction,1.0
Obesity,Illness (finding),1.0
Obesity,Abdominal bloating,1.0
Obesity,Decrease in appetite,2.0
Obesity,Nightmares,1.0
Obesity,HEART PROBLEM,2.0
Obesity,Tired,2.0
Obesity,Acute infectious disease,1.0
Obesity,Gasping for breath,1.0
Obesity,Influenza-like symptoms,1.0
Obesity,Fish-Eye Disease,1.0
Obesity,Adult Fanconi syndrome,4.0
Obesity,"Diabetes Mellitus, Non-Insulin-Dependent",1.0
Obesity,Hereditary Diseases,1.0
Obesity,WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME,2.0
Obesity,EXERTIONAL,1.0
Obesity,"POPLITEAL PTERYGIUM SYNDROME, LETHAL TYPE",1.0
Obesity,"Amyotrophic Lateral Sclerosis, Sporadic",1.0
Obesity,Reflex Sympathetic Dystrophy,1.0
Obesity,Ache,2.0
Obesity,Chest tightness,1.0
Obesity,Excessive tearing,1.0
Obesity,STUVE-WIEDEMANN SYNDROME,1.0
Obesity,shock symptoms,1.0
Obesity,Heart Diseases,1.0
Obesity,Triglyceride storage disease with ichthyosis,1.0
Obesity,"Anemia, Diamond-Blackfan",1.0
Obesity,Acquired Immunodeficiency Syndrome,1.0
Obesity,Plague,1.0
Obesity,Chest Pain,1.0
Obesity,Gastroesophageal reflux disease,1.0
Obesity,Mild chronic obstructive pulmonary disease,1.0
Obesity,Constipation,1.0
Obesity,Dehydration,1.0
Obesity,Cold sweat,1.0
Obesity,Deep Vein Thrombosis,1.0
Obesity,Stomach ache,2.0
Obesity,Severe diarrhea,1.0
Obesity,taste sweet,1.0
Obesity,Hypotrichosis simplex,2.0
Obesity,Throat irritation,1.0
Obesity,furuncle,1.0
Obesity,"Dementia, familial Danish",1.0
Obesity,Severe pain,1.0
Obesity,Simian Acquired Immunodeficiency Syndrome,2.0
Obesity,Wiskott-Aldrich Syndrome,1.0
Obesity,Irritable Bowel Syndrome,1.0
Obesity,Intestinal infectious disease (disorder),1.0
Obesity,Aural pressure,1.0
Obesity,Dermatofibrosis lenticularis disseminata,1.0
Obesity,Pneumocystis jiroveci pneumonia,1.0
Obesity,multiple pathologies,1.0
Obesity,Giant Cell Arteritis,1.0
Obesity,"Encephalomyelitis, Western Equine",1.0
Obesity,Feeling despair,1.0
Obesity,Thromboembolism,1.0
Obesity,Thrombophilia,1.0
Obesity,Hematological Disease,1.0
Obesity,Arthrogryposis renal dysfunction cholestasis syndrome,1.0
Hypertensive disease,Diabetes Mellitus,10.0
Hypertensive disease,Lung diseases,1.0
Hypertensive disease,Kidney Diseases,1.0
Hypertensive disease,Nervousness,1.0
Hypertensive disease,Overweight,1.0
Hypertensive disease,Infantile Neuroaxonal Dystrophy,1.0
Hypertensive disease,Dry cough,1.0
Hypertensive disease,Chromosome 2q32-Q33 Deletion Syndrome,1.0
Hypertensive disease,Malaise,1.0
Hypertensive disease,Cardiac Arrest,1.0
Hypertensive disease,HEART PROBLEM,2.0
Hypertensive disease,Fish-Eye Disease,1.0
Hypertensive disease,Adult Fanconi syndrome,2.0
Hypertensive disease,WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME,1.0
Hypertensive disease,"POPLITEAL PTERYGIUM SYNDROME, LETHAL TYPE",2.0
Hypertensive disease,"Amyotrophic Lateral Sclerosis, Sporadic",2.0
Hypertensive disease,Ache,2.0
Hypertensive disease,Malignant hyperpyrexia due to anesthesia,1.0
Hypertensive disease,Chest tightness,1.0
Hypertensive disease,Excessive tearing,1.0
Hypertensive disease,"Respiratory Distress Syndrome, Adult",1.0
Hypertensive disease,"Anemia, Diamond-Blackfan",1.0
Hypertensive disease,Plague,2.0
Hypertensive disease,Chest Pain,1.0
Hypertensive disease,Cardiovascular Diseases,1.0
Hypertensive disease,Septicemia,2.0
Hypertensive disease,Scurvy,1.0
Hypertensive disease,Dehydration,2.0
Hypertensive disease,Staring,1.0
Hypertensive disease,Coronary heart disease,1.0
Hypertensive disease,Congestive heart failure,1.0
Hypertensive disease,Deep Vein Thrombosis,1.0
Hypertensive disease,Arm Pain,1.0
Hypertensive disease,Hypotrichosis simplex,1.0
Hypertensive disease,CONOTRUNCAL ANOMALY FACE SYNDROME,1.0
Hypertensive disease,Pain in left shoulder,1.0
Hypertensive disease,Throat irritation,1.0
Hypertensive disease,Coffin-Siris syndrome,1.0
Hypertensive disease,Simian Acquired Immunodeficiency Syndrome,1.0
Hypertensive disease,Dermatofibrosis lenticularis disseminata,1.0
Hypertensive disease,Heparin-induced thrombocytopenia,1.0
Hypertensive disease,Pneumocystis jiroveci pneumonia,1.0
Hypertensive disease,multiple pathologies,1.0
Hypertensive disease,Giant Cell Arteritis,1.0
